dim,mean_time_bandit,speedup_bandit,mean_time_bayes,speedup_bayes,mean_time_ga,speedup_ga,best_method
64,2.8739648405462505e-05,1.0166005256981665,2.866049762815237e-05,1.1430502559386624,2.875421196222305e-05,1.0831707131428423,bayes
128,0.0002348166308365,0.4401838418747686,0.0002162144985049,36.40262339035112,0.0002606980036944,0.618859658758938,bayes
256,0.0106071999412961,0.1689522584869436,0.0009087272919714,1.4152508458977482,0.000915947870817,0.7792950124901304,bayes
400,0.0027370624127797,1.1134497032691302,0.0020194896147586,1.0472128325197103,0.0021047936985269,1.095943785567468,bayes
512,0.0048239940311759,0.9069477667068429,0.006170310487505,1.2157644224132669,0.0048337771906517,1.11199573841518,bandit
768,0.0106431772233918,1.2157761415462136,0.0104750790749676,0.9784327691104808,0.0108360708458349,0.8804980780864912,bayes
1024,0.0258031457313336,1.1026148367285955,0.0221470730495639,0.9059046925911076,0.0240592645597644,0.9780785203048432,bayes
