dim,dtype,block_size,threads,mean_numpy,stdev_numpy,mean_numba,stdev_numba,mean_cython,stdev_cython,speedup_numba,speedup_cython
64,float32,16,1,2.9216741677373647e-05,9.017393381903793e-07,4.804367199540138e-05,3.2175202468180177e-07,2.8739648405462505e-05,1.9391455548545843e-07,0.6081288224632413,1.0166005256981663
128,float32,16,4,0.0001033624866977334,7.210687757022788e-07,0.005295481218490749,0.016244558861030045,0.00023481663083657622,0.00013258444841219232,0.019518997883858507,0.44018384187476867
256,float32,8,2,0.0017921103863045573,0.001435505081337796,0.007700052217114717,0.018937505331438034,0.01060719994129613,0.02582669439806924,0.23274003029762289,0.16895225848694365
400,float32,64,2,0.0030475813313387335,0.0025171035128556036,0.0027925499831326305,0.0010329978195101563,0.0027370624127797784,0.0005752481804138536,1.091325616281365,1.1134497032691302
512,float32,16,4,0.004375110613182187,0.0016596121439800917,0.005128462659195065,0.00094927967941669,0.004823994031175971,0.0009852496008049504,0.853103727944249,0.9069477667068429
768,float32,64,4,0.012939720938447863,0.006215702429460532,0.017052687529940158,0.007589006524296728,0.010643177223391831,0.002583950875817094,0.7588083060648958,1.2157761415462136
1024,float32,32,4,0.028450931317638605,0.007515050751614684,0.032383383228443564,0.009346529880586645,0.025803145731333643,0.009607008619792487,0.8785657482708312,1.1026148367285957
